id,Describe.Before,Pre_ID,PID_L.Tattoo,PID_LT_HN,PID_A.Tattoo,PID_AT_HN,PID_Both_HN,Tatt.in.Any,Q21.Tatt,Lineup.Condition,Age,Gender,Race,Sus.Fill,Lineup.Choice,Lineup,Feedback,DQ.Attention.Check,DQ.Heard.about,DQ.Heard.about.Text,Q19_Describe,Q20_Features,Q21_Easiest_to_ID,RK_1_1,RK_1_2,RK_1_3,RK_1_4,RK_1_5,Tat.RK_1_6,RK_1_7,RK_1_8,RK_1_9,RK_1_10,RK_2_1,RK_2_2,RK_2_3,RK_2_4,RK_2_5,Tat.RK_2_6,RK_2_7,RK_2_8,RK_2_9,RK_2_10,RK_3_1,RK_3_2,RK_3_3,RK_3_4,RK_3_5,Tat.RK_3_6,RK_3_7,RK_3_8,RK_3_9,RK_3_10
16106,1,The carjackers were African american and Hispanic and both wearing Black T-shirts,0,0,0,0,0,0,0,0,18,1,1,1,8,8,0,5,2,,"He was a young Mexican man, maybe young twentys. He was wearing a black T-shirt with some jeans and his a light brown skin tone. He also had a black hair with a comb over style with no tatoos.",He did not have any scars nor tattoos,"What made it easy was the no tattoos, hair color and style, and skin color tone",1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,9,10,2,11,11,11,2,2,11,11
16107,1,Both were dresses in all black. One seem to be an African American and the other Hispanic. Both were guys. Did not used mask.,0,0,0,0,0,0,0,0,18,2,1,1,8,8,1,5,2,,Light skin no tattoos some facial hair and a male,no tattoos nor pericings,His hair and the structure of his face,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,8,6,6,10,10,3,4,6,5,11
16108,1,"Two males, one looking to be hispanic the other African American wearing all black. The one to look hispanic is slightly shorter then the African American.",0,0,0,0,0,0,0,1,18,2,1,1,8,2,0,5,2,,It was a male and his skin tone was like a light caramel. He had short brown/black hair.,I didn't make out any tattoos or piercings,"His hair, skin tone, and face structure made it easiest to identify the culprit.",1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,10,9,9,10,8,7,8,8,9,10
16109,1,They where threatening the owner of the car and being rude,0,0,0,0,0,0,0,1,18,2,1,0,2,5,0,5,2,,He had short black hair and he had like a tan skin tone color and he has some facial hair around his face and I didn't see any tattoos,I didn't see any tattoos on him I might have seen some piercings maybe on his ears,He was kind of tall he was wearing a black shirt he looked kind of strong and he was slim and he looked like he was in his twenties,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,11,3,6,11,1,4,11,11,6,11
16110,0,,,,,,,0,0,1,18,2,4,1,8,6,0,5,2,,"The Latino culprit was male, had dark hair, a somewhat olive skin tone, somewhat roundish face and was wearing dark clothing.","I don't remember seeing any tattoos, scars or piercings in the video, I was really paying attention to his facial features.","From what I remember, his face would be the easiest part of his appearance to identify the culprit since it was one of the things I really focused on.",1,2,2,1,2,1,2,1,2,1,1,,,1,,2,,1,,1,9,6,11,11,6,8,8,10,8,11
16114,1,"Black man wearing all black and a white man with black hair wearing all black, both in the mid 20's",0,0,0,0,0,1,1,1,18,1,1,0,4,2,1,5,2,,"Latino Male, Brown Skin, Neck Tattoos, Black Hair",Two or Three Neck Tattoos.,The neck tattoos and the hair,1,2,2,1,1,1,2,1,1,1,1,,,1,1,1,,2,2,1,10,,,11,11,9,,10,8,11
16117,1,black shirts,0,0,0,0,0,1,1,0,18,2,5,0,2,11,0,5,2,,"guy,fat,tatts,mexican,shorthair,slanted eye",tatts,tatts,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,5,6,6,6,6,6,6,6,6,6
16120,1,There were two males in black shirts one of them was black the other was white with short hair.,0,0,0,0,0,0,0,0,18,3,1,1,8,9,1,5,2,,Male with a tannish skin tone with short brown hair.,a piercing,The face shape and hair made it easier to identify.,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,,2,1,,1,7,6,11,11,6,6,7,9,11,11
16121,1,"One was African American, tall, short hair, and a strong jawline. The other carjacker seems to be Hispanic or Causacian, short, longer hair, dark hair color and had an oval face shape.",0,0,0,0,0,0,0,1,21,2,1,1,8,3,1,5,2,,"The male Latino in the video was light skin tone, had longer hair on the top and shorter on the sides, it was dark hair. The culprit had an oval face shape with no prominent face hair that I was able to see.",I was not able to see any distance tattoos or piercings but the Latino was on the shorter height side.,I think the easiest way to identify the culprit was his oval face shape and the way of his hair as it was what was more memorable to me.,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,11,1,11,7,3,4,6,2,11
16123,1,"Two men in their early 20's, both were wearing dark clothes. One of them seem to be an African American male; about 130 - 140 pounds. The other as a white male; about 150 - 160 pounds. Both of these men did not speak to their ability but managed to rob the car.",0,0,0,0,0,0,0,0,18,2,1,1,8,7,1,5,2,,"Male in his early 20's, pale skin but is Latin American, no tattoos on his body shown, black/brown short hair. facial features was he looked a bit chubby, yet has a fit body.","The Latino culprit didn't seem to have any tattoos, scars, or piercings. However, he was wearing a black beanie over his head, but I believe you were able to see his hair. It was a little difficult to see.","The culprit did not have any tattoos on his face or on his arms, he seemed to be at a young age and did not have any facial hair on his face. His voice did seem pretty deep but not as deep as how an old man would sound. His body features looked close to a teenage body so it would most likely mean he would be in his teen years or early/mid 20's.",1,2,2,1,2,2,2,2,2,1,1,,,1,1,,,,1,1,9,1,11,11,10,11,8,6,11,11
16125,1,"Both are wearing black, male, and one was possibly Black and one was possibly White.",0,0,0,0,0,0,0,1,18,2,4,1,8,3,0,5,2,,"Male, tan, shortish hair, black shirt, clean face","Hard to see any tattoos, scars, or piercings",His hair and possible age,2,2,2,1,2,2,2,1,2,1,,,,1,,,,2,,1,3,9,5,11,4,5,8,6,11,11
16127,1,"They were both tall, wearing black clothes, and looking around constantly",0,0,0,0,0,0,0,0,18,2,1,1,8,7,1,5,2,,I just remember him wearing a black shirt and black hair.,I'm not too sure if he had tattoos or piercings.,I just remember his black hair.,1,2,2,1,1,2,2,1,1,1,1,,,1,1,,,2,2,1,8,7,9,11,9,7,5,8,8,11
16128,0,,,,,,,1,0,0,20,1,1,0,5,7,1,5,2,,male,tattoo,the facial,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
16129,0,,,,,,,0,0,1,18,2,3,1,8,3,0,5,2,,"I did not see any tattoos from the video, I did see a younger looking face with a full head of fluffy looking hair. He looked stressed.",He did not have tattoos or scars that I could see. He may have had an ear piercing.,It was his facial expression and young appearance that caught my eye.,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,6,9,8,11,5,11,3,4,10,11
16130,1,"The two carjackers were very observant to having no witness and on a rush. One of the carjackers seem to be African-American, while the other carjacker seem to be hispanic and or white.",0,0,0,0,0,0,0,0,18,2,1,1,8,8,0,5,2,,"The latino culprit male was about in his early twenties to middle 20's, about 5'6, no recognizable tattoos, light-brown skinned, round skin and about medium hair","The Latino culprit appearance in the video, did not have any distinct features.","The features of his appearance that is easily recognizable is his medium black hair, light-brown skin and round face.",1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,9,10,5,10,10,9,7,5,8,11
16136,1,"They both had black wear, were not unmasked, one was black & the other light skinned.",0,0,0,0,0,0,0,0,18,2,1,0,2,8,0,5,2,,"male, fair skinned, didn't see any tatoos, hair wasn't bald or long. Short hair.",I personally didn't pay much attention to distinctive features.,Nothing,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,1,2,1,9,9,9,11,2,2,4,9,6,10
16140,1,"Both were middle aged men between 20-25, one was a thin and tall black man and the other was a medium height, kind of heavy white man. Both wearing black shirts/ clothing.",0,0,0,0,0,0,0,0,18,1,1,1,8,8,1,5,2,,"The skin tone of the latino culprit was a white/beige color, his hair was in a combover and was pretty obvious in the video, he has a oval shaped face and he had a stature of about like 5'7",I don't slightly remember any piercings or tattoos he had because he was wearing all black I could only look at the features that stood out.,"The easiest was the hair, the shape of his body, the skin tone, and his overall facial anatomy.",1,2,1,1,2,2,2,2,1,1,1,1,2,1,,,,,2,1,10,10,7,11,11,9,11,11,10,11
16142,0,,,,,,,0,0,1,18,2,1,1,8,1,1,5,2,,"the latino culprit was light skinned and had a slim body, he had no facial hair other than eyebrows and no faced tattoos. he looked as if he were to workout, he was wearing a grey or white shirt and black pants. His hair looked as if it were styled up with gel and had no body tattoos","no, he had none of the sorts","his hair, and his nose",2,2,1,1,1,2,2,2,2,1,1,1,2,,2,1,1,1,2,1,11,11,5,8,4,11,11,11,3,11
16143,0,,,,,,,0,0,1,18,2,1,1,8,5,1,5,2,,"Male, light brown, no tattoos, black hair, black shirt",No,,1,2,1,1,2,2,1,1,1,1,1,,1,1,,,2,1,,1,11,,11,11,,,6,11,4,11
16147,1,"African American about 5'11, Hispanic/Latino 5'9",0,0,0,0,0,0,0,1,19,2,1,1,8,3,0,5,2,,"Male, light skin color,brownish/black hair",no tattoos or piercings,Tall,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,11
16152,1,"One african american skinny ,tall approximately 5'10-6'0 , wearing all black with a short haircut. The other shorter approximately 5'8, a little buff with brunette hair maybe hispanic or white.",0,0,0,0,0,0,0,0,18,1,1,1,8,7,0,5,2,,"He was male with no tattoos, black/brown hair, light brown skin, had a young looking face like a high school student",No scars piercings or tattoos,I just remembered how he looked because he looked unique,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,11,11,4,11,7,11,11,11,7,11
16159,0,,,,,,,1,0,1,18,2,1,1,8,4,0,5,2,,"His skin wasn't that dark, it was slightly tan, he was wearing a dark-ish grey shirt and  black pants, they were two males, I didn't spot any facial hair.",They had tattoos,"His hair, and his stance were what made him easiest to identify",1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,11,7,9,11,11,10,8,5,7,11
16162,0,,,,,,,0,0,1,18,2,1,1,8,3,1,5,2,,"male, light skin, no tattoos, no piercings, short black/brown hair, average height, average body build.","no piercings or tattoos, no scars seen, no other unique or different features.","the hair and skin tone, 1/3 of the list of possible culprits were bald.",1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,8,7,8,10,8,6,4,5,8,10
16163,0,,,,,,,0,0,0,18,2,1,1,8,12,0,5,2,,"younge, 20s, no tattos, dark hair, tansh skin",no,"younge face, atrractive",1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,11,5,10,11,4,3,4,9,7,11
16164,1,They were both wearing black shirt and pants. One look to be Hispanic and the other looked to be African American.,0,0,0,0,0,0,0,1,18,1,1,1,8,4,0,5,2,,The latino was a short male and seem to have little hair.,I didn't notice any distinctive features on him.,His height,1,2,1,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,8,10,2,11,7,1,2,7,7,11
16165,1,Both carjackers were male and were wearing a black t-shirt,0,0,0,0,0,0,0,1,21,1,1,0,2,5,0,5,2,,"Male, tanned white skin tone, hair was styled in an upwards motion, a bit chubby. shorter than the other culprit",didn't notice any distinctive features,"race, and hair",1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,,,,,1,9,9,11,11,6,6,11,11,7,11
16169,0,,,,,,,0,0,0,18,2,1,1,8,9,1,5,2,,"The culprit was young maybe in his early or mid 20's, his hair was flowy and brown/black, he was maybe 5'8 and had a caramel skin tone.",I cant remember if he had tattoos or piercings,Out of the entire lineup he looked in his early 20's and had a square shaped head,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,8,10,8,11,4,7,7,7,6,11
16173,1,Both carjackers are wearing an all black t shirt and black pants. The first man that came running had a darker complexion with a shaved head. The second guy has a lighter complexion with either dark brown or black hair. His body language showed that he seemed nervous. He had a worried look on his face and was the one who drove the car. The passanger guy took the keys from the victim.,0,0,0,0,0,0,0,1,18,2,5,0,4,5,0,5,2,,He had a lighter/fair complexion. He had dark brown or black hair that I believe was slicked to the side. I don't recall seeing any tattoos on his face or body. The man also did not have any facial hair.,"the man in the video did not have any scars, tattoos, or piercings on his face nor was it visible on his body because he was covered.",The features that were easy to identify was his hair and facial characteristics.,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1,10,11,10,11,8,10,4,11,6,11
16181,1,A slender African American man with buzzed length hair and a what looked to be hispanic man with longer hair that was gelled and swept to the side. Both wore black shirts and the African American man was taller than the Hispanic man.,0,0,0,0,0,0,0,0,18,2,1,1,8,10,0,5,2,,"A male of a height of maybe 5'6, relatively light skin tone, his hair was dark and lightly gelled and swept to the side, no facial hair, was wearing a black short sleeved form fitting shirt","I did not see any scars on his face or piercings, he had no facial hair, but dark eyes and eyebrows, I did not notice any tattoos that would be on his arms.","His hair, face shape, and eyebrows.",2,2,1,1,2,2,2,1,2,1,,,1,1,,,,2,,1,11,11,9,11,9,10,8,7,11,11
16182,0,,,,,,,0,0,1,18,2,1,1,8,3,1,5,2,,The latino was a male with brown skin and brown hair he had no tattoos and he had a birthmark of some sort on his face,He ha no tattoos on his face he was wearing a black zip up hoodie with a white shirt underneath and he had some sort of spot on his face like a birthmark,a feature from his appearance that made is easier to identity his was the beauty mark on his cheek under his left eye,1,2,1,1,1,2,2,1,2,1,1,,1,1,1,,,1,,1,9,8,10,11,11,9,7,11,,11
16189,1,The were two men. One African American male wearing all black. The other White male was also wearing all black.,0,0,0,0,0,0,0,0,18,1,3,1,8,9,0,5,2,,"Male, White skin tone, no tattoos, black hair, no facial hair, no facial characteristics","I did not see any tattoos, scars, and piercing.",The characteristic that made it easier for me to identify the culprit was his black hair and white skin tone.,2,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,9,7,10,11,8,8,6,10,8,11
16190,1,They were both wearing black shirts with dark blue pants. One looked Hispanic and the other looked African American. One was holding a gun and the other seemed to not be holding anything. One was more fierce than the other and did all the work and the other was mainly the look out until he was hand the keys and they both got in the car and drove off.,0,0,0,0,0,0,0,1,18,2,1,1,8,2,1,5,2,,Male. He had dark hair I would say maybe dark brown or black. He was around 5'8-5'10. His hair seemed to be parted so his hair swayed to the left. He had a dad bod so not muscular but not chubby. I do not remember seeing any tattoos.,He might've had ear piercing but other than that I did not see any tattoos or scars.,They way his hair parted and just his face in general the other guys in the options  looked different than him.,1,2,2,1,1,2,2,,2,1,1,2,1,1,1,2,,2,2,1,11,8,11,11,11,7,7,,9,11
16191,0,,,,,,,1,0,1,19,2,1,0,3,2,0,6,2,,He was a male and that’s all I really remember from the video.,I just saw that there was a lot of tattoos.,I would just say that I remembered the clothes he was wearing the best.,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,7,1,2,6,3,1,1,1,5
16192,1,They were both male dressed up in black with hoodies,0,0,0,0,0,1,1,1,18,2,1,0,3,3,0,6,2,,The male was tan and had a hoodie he was bald and had a mustache,He had a tattoo on his head and was wearin a hoodie,The tattoo,1,2,1,,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,4,8,4,11,5,5,1,3,4,11
16193,1,Both carjackers seem to be men and they were both people of color.,0,0,0,0,0,1,0,0,18,2,1,0,3,12,1,2,2,,"lightskin,face or head tattoos ,skinny",Yes he had tattoos,I was able to remember the color of his t shirt.,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,1,1,4,8,4,11,4,9,5,4,3,11
16196,1,both wore black and looked around 18 to early 20s both different race one hispanic and the other African American,0,0,0,0,0,0,0,1,18,2,1,0,5,5,0,5,2,,"male, brown, didn't see any tattoos, had medium length hair and no beard or mustache","didn't see any tattoos, possibly had earrings and didn't notice any scars","was tall, was wearing black, had medium length hair and no tattoos",1,2,2,1,2,2,1,2,2,1,2,,,1,,,2,2,,1,8,10,9,11,8,5,5,7,5,11
16197,0,,,,,,,0,0,0,18,2,1,1,8,11,0,5,2,,"He was a short, light-skinned Latino male with no facial hair, or tattoos","I believe he had a scar on his face, but I can't recall any tattoos or piercings","He was young, seemed short and had dark hair which made him stand out in the lineup and easy to recognize",1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,7,11,8,11,11,10,7,9,11,11
16198,1,"Two men, both looked young, age maybe twenty. One African American, the other Latino. Both wearing black shirts.",0,0,0,0,0,0,0,0,18,2,1,1,8,9,0,5,2,,gender: male. ethnicity seemed to be Latino. No facial hair. short hair. wore a watch on left hand.,no tattoos. maybe ear piercings?,probably age and skin color,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,8,10,11,11,4,8,7,9,8,11
16199,0,,,,,,,0,0,1,18,2,1,1,8,2,0,5,2,,"Had a light skin color, black hair, looked young, squared face",I don't remember seeing any tattoos or piercings,Light skinned and his squared head,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,7,8,8,8,8,6,6,7,8,9
16202,1,"They were two tall men, wearing all black clothing. One seemed to be hispanic and the other was white. Around 20- 24 years of age.",0,0,0,0,0,1,1,1,18,2,1,0,4,3,1,5,2,,"Male, tan skin tone, tattoos on face and neck, slim face with beard and mustache, short black hair, outgrown buzz cut","He had tattoos on his face, small tattoos","He was about 6'0, pretty slim body shape, all black clothing, latino man with black hair outgrown buzz, mustache and beard with small tattoos on his face",1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,8,11,9,11,8,7,6,9,4,11
16207,1,One was wearing a red t-shirt,0,0,0,0,0,0,0,0,18,2,1,1,8,9,0,5,2,,I just remember that he had somewhat short hair and that he was a male wearing a bright colored shirt.,"I did not see any of that matter, other than the colored t-shirt he was wearing, but I could be wrong.",The hairstyle and the color of the hair maybe.,1,2,2,1,2,2,2,2,1,2,2,2,,1,,,,,1,2,2,1,1,8,1,1,1,1,3,2
16210,1,"The first carjacker was a black male, kind of tall maybe around 5'10-6'2, short curly hair and wearing a black shirt with blue jeans (not sure about the jeans). Second was a hispanic looking man, a little shorter maybe around 5'5-5'8, his hair was not very long but not very short and was styled. His nose was a little big and he also wore a black t-shirt (not sure about his pants either).",0,0,0,0,0,0,0,0,18,2,1,1,8,8,0,5,2,,"The Latino culprit from the video was male, lighter skin tone but not white more tan, no tattoos, hair was a few inches long and styled, bigger noise and a regular sized forehead with medium sized lips and thick eyebrows.",I don't believe he had any tattoos and I don't remember scars or piercings.,His hair and nose.,1,2,1,1,1,2,2,1,2,1,1,,1,1,2,,,1,,1,10,,11,11,6,,,9,,10
16211,1,One of the carjackers looks hispanic about 5 feet 7 inches tall. The other carjacker appears to be african american about 5 feet 9 inches tall.,0,0,0,0,0,0,0,1,18,1,1,1,8,6,0,5,2,,The Latino culprit is a male light skin with a little mustache and black hair. He appears about 5 feet 7 inches and not skinny or fat so is in decent shape.,The other male is darker skin with with very short hair. He is about 5 feet 9 inches and is skinny. He was wearing a black shirt. I don't recall seeing any tattoos are scars.,For the male that assaulted the women what i can recall is that he is a black male with short hair and quite skinny. He was wearing a  black shirt and black pants. He appears about 5 feet 9 inches tall.,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,8,9,9,11,11,8,8,10,10,11
16212,1,"Tall man with shaved head and dark skin, and short chubby light skinned man with short hair in a hoodie.",0,0,0,0,0,0,0,0,20,1,4,1,8,10,1,5,2,,"Latino Male, light skin, hoodie, small nose, almond eyes, short brown hair.",No piercings or tattoos.,"Light skin, Small nose, short straight brown hair. Big eyes.",1,2,2,1,2,2,2,1,2,1,2,1,,1,,,,1,,1,7,11,4,11,10,11,10,11,11,11
16215,1,One is very tall and with dark skin tone and one is a bit shorter and lighter skinned both are male.,0,0,0,0,0,1,0,1,18,2,1,1,8,5,0,5,2,,It was a male with black brown hair average height and slick hair.,The culprit possibly had a small tattoo on his face,The features of his appearance that made it easiest to identify the culprit was the hair and gender.,1,2,2,1,1,1,2,2,2,1,1,,,1,1,2,,,,1,7,,,11,10,6,,,,11
16217,1,Two men both dressed in black. Both were taller than the victim. One seemed to be mixed race while the other seemed to be white.,0,0,0,0,0,0,0,0,19,2,3,1,8,11,1,5,2,,A male with a tan skin tone.,I did not see any scars or tattoos.,Skin tone,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,11,6,10,11,5,5,5,5,10,11
16218,1,"The carjackers seem to be very nervous while approaching the man. The carjackers were also persons of color, they were not wearing any face masks to hide their identities.",0,0,0,0,0,0,0,0,20,2,4,0,2,10,0,5,2,,"The Latino culprit in the video was a male, he had very short hair and was wearing black clothing.","The man from the video did not have any tattoos, or piercings.","A latino male, short buzzed hair, approximately 5'11, darker skin tone.",1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,2,1,6,10,7,11,8,9,11,11,11,11
16221,1,"1 hispanic guy with a black shirt and wavy hair, a black guy with a black shirt and bold",0,0,0,0,0,1,0,1,18,2,1,1,8,6,1,5,2,,He was a boy and he was light brown and had black hair,he had a tatto on his face,his shirt,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,11,1,6,11,1,11,1,11,1,11
16222,1,They both were wearing all black attires.,0,0,0,0,0,0,0,0,18,2,1,1,8,9,1,5,2,,brown male with a comb over type of hair style,What I focused on was his hair. He had a small piece of his hair that dangled on his forehead.,His hair and facial features,1,2,2,1,1,2,2,2,2,1,1,,,1,1,,,,,1,11,,,11,10,,,,,11
16224,1,"Both were around their early twenties, one was latino with short dark brown hair and moustache, the other was african american with growing hair and no facial hair.",0,0,0,0,0,0,0,1,19,1,3,1,8,1,1,5,2,,"Male, Short brown hair, around his 20's, slight facial hair on upper lip.","The dark made it difficult to notice the specifics of his face, and on the angle I saw no tattoo.","his hair, the color of his hair, and his age.",1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,9,11,11,11,9,4,11,11,6,11
16225,0,,,,,,,1,1,1,18,1,1,0,3,2,0,5,2,,He has face tats and looks like a gangster Latino male,I saw he had a tattoo on his face,hes bald and has a tat on his face,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,8,9,8,11,11,11,11,9,8,9
16236,0,,,,,,,0,0,0,20,1,3,1,8,7,0,5,2,,"Male, tan skin, brown/black hair, little to no facial hair","no tattoos or pricing, looked like any other normal guy",The hair and lack of tattoos,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,11,11,11,11,11,11,6,9,11,11
16237,1,"one was a tall black individual. He had very short almost bald head, wearing a black shirt and black pants. The other was a hispanic looking guy, about average height,had average length hair and wearing a black shirt and blue jeans.",0,0,0,0,0,0,0,1,18,2,1,1,8,6,0,5,2,,"He was a average height male. Kind of pale, mid length styled hair.",The video was to grainy to see that much detail,His skin color and also he was young and most of the others in the line up were not.,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,9,11,11,11,11,8,11,11,11,11
16238,1,Carjacker number 1 is a person of color and so is carjacker number 2. Both of the carjackers seemed aggressive.,0,0,0,0,0,1,0,1,18,2,1,1,8,5,1,5,2,,"He was a male, he had brown skin, he had dark hair, he had facial hair and his height was average.","He had small facial tattoos on his cheeks, he had no piercings and no scars.",His hair and facial hair made it easiest to identify the culprit.,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,11,7,7,11,9,9,8,11,8,11
16239,1,There was a blond thin male and wearing all black and there was also a dark skin male wearing all black as well.,0,0,0,0,0,1,0,0,18,2,1,0,4,7,0,2,2,,He was wearing all black and was a thin young man who also had dark skin and had no facial hair.,He had tattoos on his face but I was not able to fully see them.,His nose helped me identify the culprit.,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,6,7,9,9,10,6,6,7,7,8
16240,1,"There was two carjackers, one of them wore a hat and was pale in skin. Meanwhile, the other one is a man who was more darker in skin tanner. They both wore all black and were taller than the man they stole car from.",0,0,0,0,0,1,0,1,18,2,1,1,8,4,1,2,2,,"The Latino culprit was a man, that wore all black and wore a hat. He looked worried in the video because he kept looking around.","To be honest, I do not remember that well but I am pretty sure that he had tattoos.",His nose and his lips would be features that would be easiest to identify the culprit.,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,1,5,10,8,10,9,6,7,7,6,9
16243,1,"One of the carjackers was keeping watch while the other was jacking the victim. The one on watch was light skinned with black hair, with a black shirt and jeans. The one jacking the victim was taller and dark skinned with a buzz cut, and was wearing a black shirt and jeans.",0,0,0,0,0,1,0,1,19,2,1,1,8,6,0,5,2,,"The latino culprit was a male, light skin tone, black hair, soft face features, and was wearing jeans and a black shirt.",The culprit had soft face features and I believe he did have a tattoos on his arms and neck.,"The culprits clothing, hair color, and soft face feature are the features of his appearance that made it easiest to identify the culprit.",2,2,1,1,1,2,2,1,2,1,,,2,1,1,,,1,,1,1,8,3,11,7,,,8,,11
16246,0,,,,,,,0,0,1,18,2,2,0,2,1,1,6,2,,It was a male.,He seemed pretty tall.,n/a,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
16248,0,,,,,,,1,0,1,18,2,1,0,4,1,1,5,2,,"Male, tan skin tone, black short hair, tattoo on right side of the neck, beard, dark eyes",He had a right tattoo on the right side of his neck and a tear or scar under his left eye.,The facial expression and eyes made it easy to identify the culprit because of how he was seen on the picture.,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,10,7,6,11,10,9,5,5,10,11
16251,1,They were sudden and fast it happened right before the owner of the car got to the door,0,0,0,0,0,0,0,0,19,2,1,1,8,8,1,5,2,,It was a male with black clothes on and black hair not that tall,No tattoos maybe scars,Black hair,1,2,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,7,4,9,11,2,1,3,1,4,9
16253,0,,,,,,,0,0,1,18,1,1,1,8,3,1,3,2,,"Average height, brown skin, black hair, young adult, Male",I cannot recall any.,I was not able to make a clear identification of the culprit,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,11,11,7,9,9,4,5,1,5,11
16259,1,There are two males dressed in black t-shirts and black jeans. there ages seem to be around 19-22. hight about 5'6,0,0,0,0,0,0,0,1,18,2,1,1,8,1,0,5,2,,"The gender was male, skin ton was a light, I wasn't able to remember tattoos. Hair was short and black, facial hair I can remember.",all I can remember is their short hair.,the skin tone and hight,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,8,9,11,11,9,5,1,6,7,7
16260,1,"Both wereBoth of them wore black shirts, one was brown with very short hair and the other was lighter in color and looked hispanic.",0,0,0,0,0,0,0,1,18,1,1,1,8,1,0,5,2,,The male latino had medium hair length.,"I did not notice any distinctive feature, only his hair and skin tone.",His hair length was the giveaway.,1,2,1,1,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,1,10,11,11,9,11,11,10,9,10,7
16261,1,"They both were both male wearing all black, one was african american and the other appeared to be hispanic.  The african american was a bit taller than the hispanic and pointed a gun to the guy with the car.",0,0,0,0,0,0,0,0,18,2,1,1,8,10,1,5,2,,"He was a male with a light skin tone, he had black hair and did not have any tattoos.  He did not really say much.","The Latino culprit did not have any tattoos from what I saw, it was too hard to see any scars or piercings but I did not see any on him.",What made it easy was his har and he did not have any face tattoos. I remembered from the video he had somewhat of a comb over hair cut.,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,9,11,11,11,10,10,10,8,11,11
